battery_health,cpu,created_at,disks,full_charge_capacity,graphicscard,manufacturer,model,operatingsystem,ram_gb,serialnumber,systemsku,touchscreen
88.28,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-28T12:19:00,476.94GB,45030,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF2XC82T,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
87.3,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-28T11:14:00,476.94GB,44530,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF2AASJM,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
83.77,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-28T10:02:00,476.94GB,42730,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF210F21,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
99.86,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-28T09:31:00,238.47GB,54644,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,9X962Z2,8.00E+01,Unknow
NaN,Intel(R) Core(TM) i7-8700T CPU @ 2.40GHz (6C/12T),2024-11-27T17:49:00,238.47GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,OptiPlex 7060,Microsoft Windows 11 Pro 10.0.26100,16,HCQ53W2,085A,Unknow
NaN,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz (6C/6T),2024-11-27T17:44:00,238.47GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,OptiPlex 7060,Microsoft Windows 11 Pro 10.0.26100,16,41W3JV2,085A,Unknow
NaN,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz (6C/6T),2024-11-27T17:21:00,238.47GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,OptiPlex 7060,Microsoft Windows 11 Pro 10.0.26100,16,187V3Y2,085A,Unknow
NaN,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz (6C/6T),2024-11-27T17:08:00,238.47GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,OptiPlex 7060,Microsoft Windows 11 Pro 10.0.26100,16,43Y2JV2,085A,Unknow
100,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-27T16:59:00,238.47GB,54720,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,GHB7ZY2,8.00E+01,Unknow
NaN,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz (6C/6T),2024-11-27T16:30:00,238.47GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,OptiPlex 7060,Microsoft Windows 11 Pro 10.0.26100,16,18JR3Y2,085A,Unknow
63.98,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-27T16:24:00,238.47GB,38388,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,8HZCZY2,8.00E+01,Unknow
67.52,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-27T15:18:00,238.47GB,40516,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,6SZ6P13,8.00E+01,Unknow
60.78,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-27T14:42:00,238.47GB,36472,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,32,FCDM4Y2,8.00E+01,Unknow
87.35,Intel(R) Core(TM) i9-10980HK CPU @ 2.40GHz (8C/8T),2024-11-27T13:58:00,953.86GB,69880,NVIDIA GeForce RTX 2080 Super with Max-Q Design [Not Active]; Intel(R) UHD Graphics [1920x1080],LENOVO,81YT,Microsoft Windows 11 Home 10.0.22631,32,MP1WHACS,LENOVO_MT_81YT_BU_idea_FM_Legion 7 15IMH05,Unknow
101.96,AMD Ryzen 7 7730U with Radeon Graphics (8C/16T),2024-11-27T12:17:00,476.94GB,53530,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XX,Microsoft Windows 11 Home 10.0.26100,16,PW07M0Z0,LENOVO_MT_82XX_BU_idea_FM_IdeaPad Flex 5 14ABR8,Unknow
103.11,AMD Ryzen 5 PRO 7540U w/ Radeon 740M Graphics (6C/12T),2024-11-27T11:44:00,476.94GB,58770,AMD Radeon(TM) 740M [1920x1200],LENOVO,21F8004HUS,Microsoft Windows 11 Pro 10.0.26100,16,GM0DKJ7X,LENOVO_MT_21F8_BU_Think_FM_ThinkPad T14s Gen 4,Unknow
102.63,12th Gen Intel(R) Core(TM) i5-1240P (12C/16T),2024-11-26T17:10:00,238.47GB,57470,Intel(R) Iris(R) Xe Graphics [2560x1600],LENOVO,21AR,Microsoft Windows 11 Pro 10.0.26100,8,PW02S6JR,LENOVO_MT_21AR_BU_idea_FM_ThinkBook 13s G4 IAP,Unknow
95.53,AMD Ryzen 7 PRO 6850H with Radeon Graphics (8C/16T),2024-11-26T15:32:00,953.86GB,64960,AMD Radeon(TM) Graphics [1920x1080]; NVIDIA RTX A2000 Laptop GPU [Not Active],LENOVO,21EM004BUS,Microsoft Windows 11 Pro 10.0.26100,32,PF4HGKLN,LENOVO_MT_21EM_BU_Think_FM_ThinkPad P15v Gen 3,Unknow
102.3,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-11-26T15:24:00,476.94GB,53710,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XY,Microsoft Windows 11 Home 10.0.22631,8,PW093LJL,LENOVO_MT_82XY_BU_idea_FM_IdeaPad Flex 5 16ABR8,Unknow
98.8,12th Gen Intel(R) Core(TM) i7-1255U (10C/12T),2024-11-26T15:00:00,476.94GB,44460,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,21DH,Microsoft Windows 11 Pro 10.0.26100,16,MP2KALVC,LENOVO_MT_21DH_BU_idea_FM_ThinkBook 14 G4 IAP,Unknow
100.5,13th Gen Intel(R) Core(TM) i5-1335U (10C/12T),2024-11-26T14:46:00,476.94GB,52760,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,82Y1,Microsoft Windows 11 Home 10.0.22631,8,PW09FMY8,LENOVO_MT_82Y1_BU_idea_FM_IdeaPad Flex 5 16IRU8,Unknow
102.78,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-11-26T13:48:00,476.94GB,53960,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XY,Microsoft Windows 11 Home 10.0.22631,16,PW07V5G9,LENOVO_MT_82XY_BU_idea_FM_IdeaPad Flex 5 16ABR8,Unknow
103.03,11th Gen Intel(R) Core(TM) i5-1130G7 @ 1.10GHz (4C/8T),2024-11-26T13:08:00,238.47GB,43500,Intel(R) Iris(R) Xe Graphics [1920x1280],LENOVO,20UW006QUS,Microsoft Windows 11 Pro 10.0.26100,16,PW08Z0RV,LENOVO_MT_20UW_BU_Think_FM_ThinkPad X12 Detachable Gen 1,Unknow
100,Intel(R) Core(TM) Ultra 5 134U (12C/14T),2024-11-26T12:12:00,476.94GB,42000,Intel(R) Graphics [1920x1280],LENOVO,21LK002WUS,Microsoft Windows 11 Pro 10.0.26100,16,PW0C0VL7,LENOVO_MT_21LK_BU_Think_FM_ThinkPad X12 Detachable Gen 2,Unknow
100.19,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics (8C/16T),2024-11-26T10:55:00,953.86GB,57110,AMD Radeon(TM) 780M [1920x1200],LENOVO,21F8004EUS,Microsoft Windows 11 Pro 10.0.26100,32,GM0HHV2G,LENOVO_MT_21F8_BU_Think_FM_ThinkPad T14s Gen 4,Unknow
70.42,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-11-26T10:12:00,953.86GB,56620,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.22631,32,R90Z6C3R,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Unknow
100.18,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics (8C/16T),2024-11-25T16:29:00,476.94GB,39370,AMD Radeon(TM) 780M [1920x1200],LENOVO,21K30008US,Microsoft Windows 11 Pro 10.0.22631,16,PF4QYG6F,LENOVO_MT_21K3_BU_Think_FM_ThinkPad T14 Gen 4,Unknow
100,12th Gen Intel(R) Core(TM) i7-1260P (12C/16T),2024-11-25T14:55:00,476.94GB,57000,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,21BRA00HUS,Microsoft Windows 11 Pro 10.0.26100,16,GM0HBLNP,LENOVO_MT_21BR_BU_Think_FM_ThinkPad T14s Gen 3,Unknow
104.62,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-11-25T14:43:00,476.94GB,49170,AMD Radeon (TM) Graphics [1920x1200],LENOVO,21JR001CUS,Microsoft Windows 11 Pro 10.0.26100,16,PF4EBRLR,LENOVO_MT_21JR_BU_Think_FM_ThinkPad E14 Gen 5,Unknow
93.02,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-25T13:22:00,476.94GB,47450,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZANQQ,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
97.67,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-25T13:11:00,476.94GB,49820,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2ZD7CM,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
95.26,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-25T12:24:00,476.94GB,48590,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2XX3RJ,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
97.27,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-25T12:15:00,476.94GB,49610,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2T2BQB,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
94.09,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-25T11:22:00,476.94GB,47470,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SBGE00,Microsoft Windows 11 Pro 10.0.26100,16,PF419SNG,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Unknow
95.12,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-25T11:09:00,476.94GB,48520,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2XXKBG,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
106.21,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-25T11:02:00,476.94GB,54180,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2XW0CE,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
87.71,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-25T10:00:00,476.94GB,44730,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SCUCOO,Microsoft Windows 11 Pro 10.0.26100,16,PF32S1AB,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Unknow
91.45,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-22T17:07:00,476.94GB,46640,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SCUC00,Microsoft Windows 11 Pro 10.0.26100,16,PF338ZNE,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Unknow
75.66,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-11-22T16:00:00,953.86GB,60830,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.26100,32,R90YFPQ6,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Unknow
33.22,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-11-22T14:32:00,953.86GB,26710,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.26100,32,R90Z6C3V,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Unknow
92.05,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-22T12:55:00,476.94GB,52470,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,20XW004AUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2PKXA9,LENOVO_MT_20XW_BU_Think_FM_ThinkPad X1 Carbon Gen 9,Unknow
88.8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-22T12:10:00,476.94GB,45290,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SCUC00,Microsoft Windows 11 Pro 10.0.26100,16,PF338JYY,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Unknow
92.47,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-22T11:53:00,476.94GB,46650,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SBGE00,Microsoft Windows 11 Pro 10.0.26100,16,PF41E2E4,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Unknow
90.81,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2024-11-22T11:00:00,476.94GB,51760,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,20XW004AUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2PLSE9,LENOVO_MT_20XW_BU_Think_FM_ThinkPad X1 Carbon Gen 9,Unknow
83.08,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-22T10:29:00,476.94GB,42380,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20QF000KUS,Microsoft Windows 11 Pro 10.0.22631,16,PF215JEP,LENOVO_MT_20QF_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
89.61,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-22T10:08:00,476.94GB,45710,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF23PCL4,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
98.99,AMD Ryzen 7 7730U with Radeon Graphics (8C/16T),2024-11-21T16:56:00,476.94GB,51970,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XX,Microsoft Windows 11 Home 10.0.22631,16,PW06MDNX,LENOVO_MT_82XX_BU_idea_FM_IdeaPad Flex 5 14ABR8,Unknow
90.86,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-11-21T16:46:00,476.94GB,46350,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS1YA00,Microsoft Windows 11 Pro 10.0.22631,16,PF2TTDVN,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
NaN,13th Gen Intel(R) Core(TM) i5-13500 (14C/20T),2024-11-21T16:11:00,476.94GB,NaN,Intel(R) UHD Graphics 770 [3840x2160],LENOVO,30H00015US,Microsoft Windows 11 Pro 10.0.26100,16,MJ0LXRX8,LENOVO_MT_30H0_BU_Think_FM_ThinkStation P3 Tiny,Unknow
99.98,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2024-11-21T15:29:00,238.47GB,50490,Microsoft Basic Display Adapter [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF142MWC,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Unknow
NaN,13th Gen Intel(R) Core(TM) i7-13700 (16C/24T),2024-11-21T14:54:00,953.86GB,NaN,Intel(R) UHD Graphics 770 [Not Active]; NVIDIA T1000 8GB [3840x2160],LENOVO,30GS003DUS,Microsoft Windows 11 Pro 10.0.26100,32,MJ0LV7KN,LENOVO_MT_30GS_BU_Think_FM_ThinkStation P3 Tower,Unknow
83,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-11-21T13:08:00,238.47GB,42330,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S25N00,Microsoft Windows 11 Pro 10.0.22631,16,PF2757FM,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Unknow
NaN,13th Gen Intel(R) Core(TM) i9-13900T (24C/32T),2024-11-21T12:34:00,953.86GB,NaN,Intel(R) UHD Graphics 770 [Not Active]; NVIDIA T1000 8GB [3840x2160],LENOVO,30H00016US,Microsoft Windows 11 Pro 10.0.26100,64,MZ002E83,LENOVO_MT_30H0_BU_Think_FM_ThinkStation P3 Tiny,Unknow
86.03,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-11-21T12:16:00,238.47GB,43400,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.22631,16,PF222MB5,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Unknow
90.9,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-11-21T11:48:00,476.94GB,46370,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS1YA00,Microsoft Windows 11 Pro 10.0.22631,16,PF2TTAGM,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
NaN,13th Gen Intel(R) Core(TM) i9-13900T (24C/32T),2024-11-21T11:41:00,953.86GB,NaN,Intel(R) UHD Graphics 770 [Not Active]; NVIDIA T1000 8GB [3840x2160],LENOVO,30H00016US,Microsoft Windows 11 Pro 10.0.26100,64,MJ0LRTZV,LENOVO_MT_30H0_BU_Think_FM_ThinkStation P3 Tiny,Unknow
93.79,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-11-21T11:36:00,238.47GB,47840,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.22631,16,PF2GBLJQ,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Unknow
79.5,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-11-21T11:17:00,953.86GB,63920,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.26100,32,R90XW6AQ,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,Unknow
NaN,13th Gen Intel(R) Core(TM) i7-13700T (16C/24T),2024-11-21T10:41:00,953.86GB,NaN,Intel(R) UHD Graphics 770 [Not Active]; NVIDIA T1000 8GB [3840x2160],LENOVO,30H00014US,Microsoft Windows 11 Pro 10.0.26100,32,MJ0L8JRZ,LENOVO_MT_30H0_BU_Think_FM_ThinkStation P3 Tiny,Unknow
72.09,Intel(R) Xeon(R) E-2176M  CPU @ 2.70GHz (6C/12T),2024-11-21T09:30:00,953.86GB,57960,NVIDIA Quadro P2000 with Max-Q Design [Not Active]; Intel(R) UHD Graphics P630 [3840x2160],LENOVO,20MES14G0N,Microsoft Windows 11 Pro for Workstations 10.0.22631,32,R90V24FX,LENOVO_MT_20ME_BU_Think_FM_ThinkPad P1,Unknow
101.94,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-20T16:30:00,476.94GB,51990,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF2R4YBY,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
88.61,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-20T16:13:00,476.94GB,45200,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF1XPA4X,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
92.73,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-20T15:56:00,476.94GB,47300,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF2Z3R61,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
91.32,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-20T15:23:00,476.94GB,46580,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF2Z3W3Y,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
91.34,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-20T15:15:00,476.94GB,46590,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF23PK9E,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
79.18,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-11-20T15:09:00,476.94GB,40380,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF1A1YPE,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Unknow
89.81,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-20T13:48:00,476.94GB,45810,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF27S7V4,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
92.63,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-20T11:57:00,476.94GB,47250,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF210HCM,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
87.57,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-20T10:49:00,476.94GB,44670,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF2AAFBA,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
100.92,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-20T10:13:00,476.94GB,51470,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF1WT5YL,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
92.71,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-11-20T10:01:00,476.94GB,47290,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QGS1T21G,Microsoft Windows 11 Pro 10.0.22631,16,PF1BZAUY,LENOVO_MT_20QG_BU_Think_FM_ThinkPad X1 Yoga 4th,Unknow
